2020-10-03 23:59:50,b'TheGoddezHear',b'#coronavirus is apparently not discriminating and can we SEE him bcz that would answer all questions'
2020-10-03 23:59:48,b'fiery_blackman',b'@realDonaldTrump So much for having the #coronavirus  Stop faking and get back to work'
2020-10-03 23:59:45,b'Goldstatetimes',"b""I'LL BE BACK SOON: Trump gives URGENT Address to the Nation from Walter Reed.\nWatch Here: https://t.co/usk4PaKypX\xe2\x80\xa6 https://t.co/onCSFNz2zZ"""
2020-10-03 23:59:42,b'njoyflyfishing',b'Daily Confirmed Covid Cases per 1K Population by County For NC   10-1-20:  This visualization and our Covid series\xe2\x80\xa6 https://t.co/0qma4G9xQM'
2020-10-03 23:59:23,b'iambricemiller',b'|It\xe2\x80\x99s Really Not A Hoax:| It actually takes more energy to complain rather than comply. Covid19 don\xe2\x80\x99t discriminate.\xe2\x80\xa6 https://t.co/JsU0iqVJkK'
2020-10-03 23:59:21,b'Marccregan',b'I wish @realDonaldTrump well and hope he recovers. Isn\xe2\x80\x99t it ironic that this \xe2\x80\x9dPro-Life\xe2\x80\x9d administration has put hund\xe2\x80\xa6 https://t.co/6PNgL8UvX4'
2020-10-03 23:59:07,b'Med_Stoic',b'It is pretty shameful that both the medical community and the media have barely touched on the obesity-COVID link o\xe2\x80\xa6 https://t.co/YxRskAiLdY'
2020-10-03 23:59:07,b'HenryzzTweets',b'Cancer kills 4x more people in a year than #coronavirus in the UK.\n#scamdemic2020 https://t.co/2Unj2sjuSb'
2020-10-03 23:59:03,b'6a6d1b6149364ae',"b'Hey #Squad, apparently including Twitter, surprisingly, Americans are not that into you.\nCompared to your quartet\xe2\x80\xa6 https://t.co/yMgcQ9HmQz'"
2020-10-03 23:58:59,b'hopeseekr',"b'@chrismartenson This tweet aged so poorly, by the end of 1 October 2020 with Trump being sick with #coronavirus, my\xe2\x80\xa6 https://t.co/Hx95CmgwGZ'"
2020-10-03 23:58:55,b'AlphaVCcoms',"b'In Shocking, Appalling &amp; Disappointing ""#Caribbean #Economics Forum"" NOT ONE of the 5 ""Leaders-Speakers"" mentioned\xe2\x80\xa6 https://t.co/bBZFDe1d1D'"
2020-10-03 23:58:51,b'AlArabiya_Eng',b'#US President Donald Trump went through a \xe2\x80\x9cvery concerning\xe2\x80\x9d period Friday and the next 48 hours will be critical in\xe2\x80\xa6 https://t.co/LzO2Gb2qci'
2020-10-03 23:58:26,b'Med_Stoic',"b'In a country where almost 70% of people are overweight or obese (rates soared last 30 years), this places the USA a\xe2\x80\xa6 https://t.co/iGp78iSuYq'"
2020-10-03 23:58:01,b'buzz_corona',"b""The Cap Times: After testing positive for COVID-19, Ron Johnson says he's still against mask mandates -\xe2\x80\xa6 https://t.co/KWjeX9Rqpo"""
2020-10-03 23:57:57,b'mariegouz',"b""It's hard to have sympathy for people who lack empathy.\n\n#coronavirus #TrumpHasCovid"""
2020-10-03 23:57:56,b'RebeccaLAnders',"b""@maddow does this Dr even say he has #Coronavirus? He doesn't have a cough or appear to have difficulty breathing. https://t.co/mlGCHmePX3"""
2020-10-03 23:57:56,b'FlightDreamz',b'@gregnacu So your kids are #telecommuting to #school now? #COVID19 #COV19 #coronavirus'
2020-10-03 23:57:45,b'Med_Stoic',"b'One thing that has come out of the last 2 days from the President getting COVID, is the media emphasis on OBESITY a\xe2\x80\xa6 https://t.co/BvgoViMx1x'"
2020-10-03 23:57:28,b'layane_mds',b'All this is simply due to the feeling of uselessness in having \xe2\x80\x98some\xe2\x80\x99 free time now. A fact that before was unthink\xe2\x80\xa6 https://t.co/7uyBEabrin'
2020-10-03 23:57:17,b'HeavenlyGuides',"b'#WoodrowWilson downplayed the #1918 flu #pandemic. Then, he got violently sick. \n#SmartNews #transparancy #\xe2\x80\xa6 https://t.co/GviaTHcfCB'"
2020-10-03 23:57:12,b'njoyflyfishing',b'Daily Confirmed Covid Cases per 1K Population by County For NY   10-1-20:  This visualization and our Covid series\xe2\x80\xa6 https://t.co/T8761kq3f0'
2020-10-03 23:56:55,b'Ripper77Jack',b'@seanhannity Liar-Liar Sean on Fire: \xe2\x80\x9c#COVID19 is hoax. No worse than Flu. Take #Hydroxychloroquine it will prevent\xe2\x80\xa6 https://t.co/4BoWFtKSdo'
2020-10-03 23:56:49,b'Akran08',b'Do we have to wear mask or not ? \n#coronavirus #delhi #mask #maskon #racklessnesa #negative #SocialDistance\xe2\x80\xa6 https://t.co/E9HipKc9NZ'
2020-10-03 23:56:40,b'KareemLumumba',b'@suddenly @realDonaldTrump is King of the World!! He is fighting #coronavirus for the World! The guy is a master bu\xe2\x80\xa6 https://t.co/sU9jB4f2RB'
2020-10-03 23:56:39,b'PMPmagToday',"b'The President contracting the #coronavirus is, as you\xe2\x80\x99ve seen watching the news, a big deal that raises many questi\xe2\x80\xa6 https://t.co/icdej4Lstc'"
2020-10-03 23:56:34,b'CorporatePiggie',b'#trump getting the #coronavirus is (perhaps) the greatest example in history of being hoisted with one\xe2\x80\x99s own \n#petard.'
2020-10-03 23:56:23,b'ualec',b'While we are watching the crap show that is @realDonaldTrump infected with #coronavirus over 800 Americans died\xe2\x80\xa6 https://t.co/k7JNorrPUm'
2020-10-03 23:56:18,b'RebeccaLAnders',b'@glennkirschner2 calling #drfauci My big question is why is he not coughing? I expected that he would be coughing 2\xe2\x80\xa6 https://t.co/9z07WlBRbU'
2020-10-03 23:56:16,b'TheTanon7',"b'Listen, normally I wouldn\xe2\x80\x99t wish I\xe2\x80\x99ll will  on any human being.. but trump isn\xe2\x80\x99t human and he\xe2\x80\x99s killed over 210k pe\xe2\x80\xa6 https://t.co/CIOq28zIa0'"
2020-10-03 23:55:58,b'MahmudRezaKhan1',b'#NYC #Covid19 #coronavirus numbers are moving up dangerously. People have become reckless. I have seen people movin\xe2\x80\xa6 https://t.co/sORyTwoYFL'
2020-10-03 23:55:51,b'MasoomaFatima9',b'#coronavirus appearing in new faces be like #BiggBoss14 #toxic https://t.co/BC7DFf7VUg'
2020-10-03 23:55:50,b'NachYoMama1',"b""I'm having a hard time finding the Democrat.\n#TrumpHasCovid #RepublicanVirus #coronavirus https://t.co/XvNb95MPPt"""
2020-10-03 23:55:31,b'CDNnow',b'President Trump to Work from Walter Reed \xe2\x80\x98Out of Abundance of Caution\xe2\x80\x99: \nPresident Trump remains in good spirits af\xe2\x80\xa6 https://t.co/xa56bmmjN9'
2020-10-03 23:55:31,b'Jeff4ProgressVA',"b""Sure, Donald Trumps' free market approach killed 213K Americans by doing nothing to fight #coronavirus, and bankrup\xe2\x80\xa6 https://t.co/adfPGObaQM"""
2020-10-03 23:55:29,b'ncmartech',"b'Exhaustive article for teachers, schools administrators, students, and parents regarding their NC county school dis\xe2\x80\xa6 https://t.co/yTn8lZ8gBH'"
2020-10-03 23:55:21,b'lkafle',b'@gbudhathoki @thapagk get well soon along with 70 others we pray #coronavirus #covid19 #effects'
