2020-10-04 23:59:56,b'TimiOmotoso',"b'\xe2\x80\x9c209,807 deaths US\xe2\x80\x9d #COVID19 #Coronavirus 10/4/20 #NeverForget \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbf'"
2020-10-04 23:59:42,b'tabbyday',b'@wasteph_wes A 2020 US Military Study found that getting a #flu shot raises your risk of #coronavirus by 36%\n\nhttps://t.co/UNDwEhoQ9o'
2020-10-04 23:59:41,b'angsuman',"b""Moderna CEO says its #CoronaVirus vaccine won't be ready until spring 2021 https://t.co/A2bAnDyzYy"""
2020-10-04 23:59:27,b'YiddishNews',"b'Israel: BD\xe2\x80\x9dE, Pittsburger Rebbe z\xe2\x80\x9dl passes away from the #coronavirus at age 64, Levaya tomorrow https://t.co/g4UwV1k3GS'"
2020-10-04 23:59:19,b'curtquin',b'https://t.co/NJcQuxf2RN .. now if this fool have the #coronavirus why in the hell they let him come out like that t\xe2\x80\xa6 https://t.co/LfYrNYyvdG'
2020-10-04 23:59:14,b'gulf_news',b'#COVID19\n#Mexico says 103-year-old woman with chronic lung disease survives #coronavirus \nhttps://t.co/ZJ4mfdDCwK'
2020-10-04 23:59:08,b'tabbyday',b'@scott_anderson @LisaMarieBoothe A 2020 US Military Study found that getting a #flu shot raises your risk of\xe2\x80\xa6 https://t.co/AJlFYzkhNc'
2020-10-04 23:58:32,b'EmmettKeane',b'It\xe2\x80\x99s funny to watch people howl about how @realDonaldTrump is putting the Secret Sevice in danger this evening. He\xe2\x80\xa6 https://t.co/uw1F286TaT'
2020-10-04 23:58:15,b'TUnamerican',b'@DrGJackBrown @loop_moebius Remember he flew to Walter Reed when driving was more of han possible.  Was the entire\xe2\x80\xa6 https://t.co/9OmTj3UVah'
2020-10-04 23:58:14,b'NewsMedical',b'Identifying cardiopulmonary processes involved in severe COVID-19 https://t.co/tQ7PCxzspc @medrxivpreprint\xe2\x80\xa6 https://t.co/f97ZuB4q8G'
